Country.Name,year,GDP
Saudi Arabia,X1969,4485777644
Sudan,X1969,2144333333
Senegal,X1969,983621024.1
Singapore,X1969,1659055272
Solomon Islands,X1969,28606411.4
Sierra Leone,X1969,408690163.5
El Salvador,X1969,1049400000
San Marino,X1969,NA
Somalia,X1969,NA
Serbia,X1969,NA
South Sudan,X1969,NA
Sao Tome and Principe,X1969,NA
Suriname,X1969,233450000
Slovakia,X1969,NA
Slovenia,X1969,NA
Sweden,X1969,31649203886
Swaziland,X1969,105417891.6
Sint Maarten,X1969,NA
Seychelles,X1969,16452027.99
Syria,X1969,2245011572
Turks and Caicos Islands,X1969,NA
Chad,X1969,471635620.9
Togo,X1969,267732446.4
Thailand,X1969,6695336567
Tajikistan,X1969,NA
Turkmenistan,X1969,NA
Timor-Leste,X1969,NA
Tonga,X1969,NA
Trinidad and Tobago,X1969,779200000
Tunisia,X1969,1289904762
Turkey,X1969,19466666667
Tuvalu,X1969,NA
Tanzania,X1969,NA
Uganda,X1969,1169047619
Ukraine,X1969,NA
Uruguay,X1969,2004435484
USA,X1969,1.02E+12
Uzbekistan,X1969,NA
St. Vincent and the Grenadines,X1969,16650000
Venezuela,X1969,11795044444
British Virgin Islands,X1969,NA
Virgin Islands (U.S.),X1969,211300000
Vietnam,X1969,NA
Vanuatu,X1969,NA
Samoa,X1969,NA
Kosovo,X1969,NA
Yemen,X1969,NA
South Africa,X1969,16780064399
Zambia,X1969,1965714286
Zimbabwe,X1969,1747998800
Aruba,X1970,NA
Afghanistan,X1970,1748886596
Angola,X1970,NA
Albania,X1970,NA
Andorra,X1970,78619206.09
United Arab Emirates,X1970,NA
Argentina,X1970,31584210366
Armenia,X1970,NA
American Samoa,X1970,NA
Antigua and Barbuda,X1970,NA
Australia,X1970,41261059469
Austria,X1970,15373005769
Azerbaijan,X1970,NA
Burundi,X1970,242732571.4
Belgium,X1970,26849148286
Benin,X1970,333627758.2
Burkina Faso,X1970,458404330.1
Bangladesh,X1970,8992721809
Bulgaria,X1970,NA
Bahrain,X1970,NA
Bahamas,X1970,538423153.7
Bosnia and Herzegovina,X1970,NA
Belarus,X1970,NA
Belize,X1970,53233532.93
Bermuda,X1970,186300000
Bolivia,X1970,1017171717
Brazil,X1970,42327600098
Barbados,X1970,NA
Brunei,X1970,179080099.3
Bhutan,X1970,NA
Botswana,X1970,96245114.46
Central African Republic,X1970,189106554.5
Canada,X1970,87896095224
Switzerland,X1970,NA
Channel Islands,X1970,NA
Chile,X1970,9126309735
China,X1970,92602973434
Ivory Coast,X1970,1455482990
Cameroon,X1970,1160002261
Democratic Republic of the Congo,X1970,4877684910
Republic of Congo,X1970,274960699.9
Colombia,X1970,7198360460
Comoros,X1970,NA
Cape Verde,X1970,NA
Costa Rica,X1970,984830158.5
Cuba,X1970,5693005200
Curacao,X1970,NA
Cayman Islands,X1970,NA
Cyprus,X1970,NA
Czech Republic,X1970,NA
Germany,X1970,2.15E+11
Djibouti,X1970,NA
Dominica,X1970,NA
Denmark,X1970,17075466667
Dominican Republic,X1970,1485400100
Algeria,X1970,4863487493
Ecuador,X1970,2862504170
Egypt,X1970,7682491836
Eritrea,X1970,NA
Spain,X1970,40881655099
Estonia,X1970,NA
Ethiopia,X1970,NA
Finland,X1970,11365953567
Fiji,X1970,219878482.2
France,X1970,1.48E+11
Faroe Islands,X1970,NA
Micronesia,X1970,NA
Gabon,X1970,323802475.5
UK,X1970,1.31E+11
Georgia,X1970,NA
Ghana,X1970,2215029450
Gibraltar,X1970,NA
Guinea,X1970,NA
Gambia,X1970,52296836.75
Guinea-Bissau,X1970,78733594.84
Equatorial Guinea,X1970,66331428.57
Greece,X1970,13139862500
Grenada,X1970,NA
Greenland,X1970,69520026.67
Guatemala,X1970,1.90E+09
Guam,X1970,NA
Guyana,X1970,267800000
"Hong Kong SAR, China",X1970,3800766536
Honduras,X1970,7.23E+08
Croatia,X1970,NA
Haiti,X1970,NA
Hungary,X1970,NA
Indonesia,X1970,9150684932
Isle of Man,X1970,NA
India,X1970,61589800520
Ireland,X1970,4401259686
Iran,X1970,10976245154
Iraq,X1970,3281713806
Iceland,X1970,518902045.5
Israel,X1970,7045666667
Italy,X1970,1.13E+11
Jamaica,X1970,1404776071
Jordan,X1970,639596751.6
Japan,X1970,2.13E+11
Kazakhstan,X1970,NA
Kenya,X1970,1603447357
Kyrgyzstan,X1970,NA
Cambodia,X1970,718401157.7
Kiribati,X1970,14295279.54
St. Kitts and Nevis,X1970,16300000
South Korea,X1970,8999227202
Kuwait,X1970,2873984878
Laos,X1970,NA
Lebanon,X1970,NA
Liberia,X1970,323099700
Libya,X1970,NA
Saint Lucia,X1970,NA
Liechtenstein,X1970,90098330.67
Sri Lanka,X1970,2296470588
Lesotho,X1970,68738625.23
Lithuania,X1970,NA
Luxembourg,X1970,1509155063
Latvia,X1970,NA
"Macao SAR, China",X1970,NA
Saint Martin,X1970,NA
Morocco,X1970,3956328426
Monaco,X1970,293073868
Moldova,X1970,NA
Madagascar,X1970,1111859570
Maldives,X1970,NA
Mexico,X1970,3.55E+10
Marshall Islands,X1970,NA
Macedonia,X1970,NA
Mali,X1970,359772363.3
Malta,X1970,250721821.6
Myanmar,X1970,NA
Montenegro,X1970,NA
Mongolia,X1970,NA
Northern Mariana Islands,X1970,NA
Mozambique,X1970,NA
Mauritania,X1970,209348253.6
Mauritius,X1970,NA
Malawi,X1970,290531621.3
Malaysia,X1970,3864170913
Namibia,X1970,NA
New Caledonia,X1970,358815681.9
Niger,X1970,649916708.2
Nigeria,X1970,12545849083
Nicaragua,X1970,NA
Netherlands,X1970,37677621538
Norway,X1970,12814123115
Nepal,X1970,865975308.6
Nauru,X1970,NA
New Zealand,X1970,6623527495
Oman,X1970,256299496
Pakistan,X1970,10027088849
Panama,X1970,1351006400
Peru,X1970,7432223177
Philippines,X1970,6687204834
Palau,X1970,NA
Papua New Guinea,X1970,645537126.2
Poland,X1970,NA
Puerto Rico,X1970,5034700000
North Korea,X1970,NA
Portugal,X1970,8109032775
Paraguay,X1970,548758098.4
French Polynesia,X1970,254035999.2
Qatar,X1970,301791301.8
Romania,X1970,NA
Russia,X1970,NA
Rwanda,X1970,219900006
Saudi Arabia,X1970,5377333333
Sudan,X1970,2437666667
Senegal,X1970,1024832915
Singapore,X1970,1919508689
Solomon Islands,X1970,NA
Sierra Leone,X1970,434410373.8
El Salvador,X1970,1132920000
San Marino,X1970,NA
Somalia,X1970,NA
Serbia,X1970,NA
South Sudan,X1970,NA
Sao Tome and Principe,X1970,NA
Suriname,X1970,247150000
Slovakia,X1970,NA
Slovenia,X1970,NA
Sweden,X1970,37555366021
Swaziland,X1970,112137757.2
Sint Maarten,X1970,NA
Seychelles,X1970,18432031.36
Syria,X1970,2140383696
Turks and Caicos Islands,X1970,NA
Chad,X1970,469266736.6
Togo,X1970,253976626.2
Thailand,X1970,7086538438
Tajikistan,X1970,NA
Turkmenistan,X1970,NA
Timor-Leste,X1970,NA
Tonga,X1970,NA
Trinidad and Tobago,X1970,821850000
Tunisia,X1970,1439238095
Turkey,X1970,17086956522
Tuvalu,X1970,NA
Tanzania,X1970,NA
Uganda,X1970,1260084034
Ukraine,X1970,NA
Uruguay,X1970,2137096774
USA,X1970,1.08E+12
Uzbekistan,X1970,NA
St. Vincent and the Grenadines,X1970,18450000
Venezuela,X1970,12848755556
British Virgin Islands,X1970,NA
Virgin Islands (U.S.),X1970,2.19E+08
Vietnam,X1970,NA
Vanuatu,X1970,NA
Samoa,X1970,NA
Kosovo,X1970,NA
Yemen,X1970,NA
South Africa,X1970,18418031639
Zambia,X1970,1825285714
Zimbabwe,X1970,1884206300
Aruba,X1971,NA
Afghanistan,X1971,1831108971
Angola,X1971,NA
Albania,X1971,NA
Andorra,X1971,89409820.36
United Arab Emirates,X1971,NA
Argentina,X1971,33293199095
Armenia,X1971,NA
American Samoa,X1971,NA
Antigua and Barbuda,X1971,NA
Australia,X1971,45138313361
Austria,X1971,17858485957
Azerbaijan,X1971,NA
Burundi,X1971,252842285.7
Belgium,X1971,29981290025
Benin,X1971,335072975.2
Burkina Faso,X1971,482411279
Bangladesh,X1971,8751842840
Bulgaria,X1971,NA
Bahrain,X1971,NA
Bahamas,X1971,573400000
Bosnia and Herzegovina,X1971,NA
Belarus,X1971,NA
Belize,X1971,59207317.07
Bermuda,X1971,211100000
Bolivia,X1971,1095454545
Brazil,X1971,49204456700
Barbados,X1971,NA
Brunei,X1971,197523179.2
Bhutan,X1971,NA
Botswana,X1971,126957494.4
Central African Republic,X1971,201450768.4
Canada,X1971,99271961478
Switzerland,X1971,NA
Channel Islands,X1971,NA
Chile,X1971,10884114754
China,X1971,99800958648
Ivory Coast,X1971,1584128262
Cameroon,X1971,1233991075
Democratic Republic of the Congo,X1971,5594770359
Republic of Congo,X1971,322128019.3
Colombia,X1971,7820380971
Comoros,X1971,NA
Cape Verde,X1971,NA
Costa Rica,X1971,1077152902
Cuba,X1971,6914658400
Curacao,X1971,NA
Cayman Islands,X1971,NA
Cyprus,X1971,NA
Czech Republic,X1971,NA
Germany,X1971,2.49E+11
Djibouti,X1971,NA
Dominica,X1971,NA
Denmark,X1971,19085681968
Dominican Republic,X1971,1666400000
Algeria,X1971,5077222367
Ecuador,X1971,2754220263
Egypt,X1971,8266003571
Eritrea,X1971,NA
Spain,X1971,46492797365
Estonia,X1971,NA
Ethiopia,X1971,NA
Finland,X1971,12536710287
Fiji,X1971,247749327.7
France,X1971,1.66E+11
Faroe Islands,X1971,NA
Micronesia,X1971,NA
Gabon,X1971,381687073.1
UK,X1971,1.48E+11
Georgia,X1971,NA
Ghana,X1971,2417107708
Gibraltar,X1971,NA
Guinea,X1971,NA
Gambia,X1971,55728608.97
Guinea-Bissau,X1971,78540057.14
Equatorial Guinea,X1971,64946954.76
Greece,X1971,14591755682
Grenada,X1971,NA
Greenland,X1971,88570952.87
Guatemala,X1971,1984800000
Guam,X1971,NA
Guyana,X1971,282050000
"Hong Kong SAR, China",X1971,4476001946
Honduras,X1971,7.31E+08
Croatia,X1971,NA
Haiti,X1971,NA
Hungary,X1971,NA
Indonesia,X1971,9333536360
Isle of Man,X1971,NA
India,X1971,66452561866
Ireland,X1971,5104355500
Iran,X1971,13731801565
Iraq,X1971,3865346535
Iceland,X1971,660321818.2
Israel,X1971,6.71E+09
Italy,X1971,1.24E+11
Jamaica,X1971,1539865514
Jordan,X1971,678241389
Japan,X1971,2.40E+11
Kazakhstan,X1971,NA
Kenya,X1971,1778391289
Kyrgyzstan,X1971,NA
Cambodia,X1971,969911421.4
Kiribati,X1971,15278632.48
St. Kitts and Nevis,X1971,19624746.45
South Korea,X1971,9889961112
Kuwait,X1971,3880370402
Laos,X1971,NA
Lebanon,X1971,NA
Liberia,X1971,341543100
Libya,X1971,NA
Saint Lucia,X1971,NA
Liechtenstein,X1971,104888628.2
Sri Lanka,X1971,2369308600
Lesotho,X1971,76482102.91
Lithuania,X1971,NA
Luxembourg,X1971,1572310772
Latvia,X1971,NA
"Macao SAR, China",X1971,NA
Saint Martin,X1971,NA
Morocco,X1971,4356633663
Monaco,X1971,327651488
Moldova,X1971,NA
Madagascar,X1971,1199507630
Maldives,X1971,NA
Mexico,X1971,3.92E+10
Marshall Islands,X1971,NA
Macedonia,X1971,NA
Mali,X1971,430096738.4
Malta,X1971,264579879.8
Myanmar,X1971,NA
Montenegro,X1971,NA
Mongolia,X1971,NA
Northern Mariana Islands,X1971,NA
Mozambique,X1971,NA
Mauritania,X1971,227051055
Mauritius,X1971,NA
Malawi,X1971,365386929.8
Malaysia,X1971,4244340334
Namibia,X1971,NA
New Caledonia,X1971,413634335.3
Niger,X1971,693573595.3
Nigeria,X1971,9181769912
Nicaragua,X1971,NA
Netherlands,X1971,44010160464
Norway,X1971,14583114840
Nepal,X1971,882765471.6
Nauru,X1971,NA
New Zealand,X1971,8066935949
Oman,X1971,301010587.1
Pakistan,X1971,10602058190
Panama,X1971,1523917200
Peru,X1971,8289582884
Philippines,X1971,7408305736
Palau,X1971,NA
Papua New Guinea,X1971,717716130.5
Poland,X1971,NA
Puerto Rico,X1971,5646800000
North Korea,X1971,NA
Portugal,X1971,9202512367
Paraguay,X1971,609047284.9
French Polynesia,X1971,296613496.9
Qatar,X1971,387700084.2
Romania,X1971,NA
Russia,X1971,NA
Rwanda,X1971,222952578.2
Saudi Arabia,X1971,7184853348
Sudan,X1971,2.66E+09
Senegal,X1971,1058120427
Singapore,X1971,2262544100
Solomon Islands,X1971,50056882.82
Sierra Leone,X1971,419549425.1
El Salvador,X1971,1186120000
San Marino,X1971,NA
Somalia,X1971,NA
Serbia,X1971,NA
South Sudan,X1971,NA
Sao Tome and Principe,X1971,NA
Suriname,X1971,270650000
Slovakia,X1971,NA
Slovenia,X1971,NA
Sweden,X1971,40980345656
Swaziland,X1971,136465324.4
Sint Maarten,X1971,NA
Seychelles,X1971,21965951.72
Syria,X1971,2589851693
Turks and Caicos Islands,X1971,NA
Chad,X1971,501866730.7
Togo,X1971,286537525
Thailand,X1971,7375000024
Tajikistan,X1971,NA
Turkmenistan,X1971,NA
Timor-Leste,X1971,NA
Tonga,X1971,NA
Trinidad and Tobago,X1971,896754316.7
Tunisia,X1971,1685217059
Turkey,X1971,16256619964
Tuvalu,X1971,NA
Tanzania,X1971,NA
Uganda,X1971,1417787115
Ukraine,X1971,NA
Uruguay,X1971,2807258065
USA,X1971,1.17E+12
Uzbekistan,X1971,NA
St. Vincent and the Grenadines,X1971,20051648.18
Venezuela,X1971,14625295455
British Virgin Islands,X1971,NA
Virgin Islands (U.S.),X1971,2.57E+08
Vietnam,X1971,NA
Vanuatu,X1971,NA
Samoa,X1971,NA
Kosovo,X1971,NA
Yemen,X1971,NA
South Africa,X1971,20334172260
Zambia,X1971,1.69E+09
Zimbabwe,X1971,2178716300
Aruba,X1972,NA
Afghanistan,X1972,1595555476
Angola,X1972,NA
Albania,X1972,NA
Andorra,X1972,113408231.9
United Arab Emirates,X1972,NA
Argentina,X1972,34733000536
Armenia,X1972,NA
American Samoa,X1972,NA
Antigua and Barbuda,X1972,NA
Australia,X1972,51954439252
Austria,X1972,22059612417
Azerbaijan,X1972,NA
Burundi,X1972,246804571.4
Belgium,X1972,37408591330
Benin,X1972,410331901
Burkina Faso,X1972,578595584
Bangladesh,X1972,6288245867
Bulgaria,X1972,NA
Bahrain,X1972,NA
Bahamas,X1972,590900000
Bosnia and Herzegovina,X1972,NA
Belarus,X1972,NA
Belize,X1972,66062500
Bermuda,X1972,235400000
Bolivia,X1972,1257615645
Brazil,X1972,58539008786
Barbados,X1972,NA
Brunei,X1972,270818555.8
Bhutan,X1972,NA
Botswana,X1972,165258093.9
Central African Republic,X1972,230317908
Canada,X1972,1.13E+11
Switzerland,X1972,NA
Channel Islands,X1972,NA
Chile,X1972,11853817308
China,X1972,1.14E+11
Ivory Coast,X1972,1849400600
Cameroon,X1972,1430951332
Democratic Republic of the Congo,X1972,6173712814
Republic of Congo,X1972,410669262.9
Colombia,X1972,8671358733
Comoros,X1972,NA
Cape Verde,X1972,NA
Costa Rica,X1972,1238251696
Cuba,X1972,8135150892
Curacao,X1972,NA
Cayman Islands,X1972,NA
Cyprus,X1972,NA
Czech Republic,X1972,NA
Germany,X1972,2.99E+11
Djibouti,X1972,NA
Dominica,X1972,NA
Denmark,X1972,23232411898
Dominican Republic,X1972,1987300000
Algeria,X1972,6761786387
Ecuador,X1972,3185987235
Egypt,X1972,8763960703
Eritrea,X1972,NA
Spain,X1972,58971806627
Estonia,X1972,NA
Ethiopia,X1972,NA
Finland,X1972,14754136507
Fiji,X1972,316650509
France,X1972,2.03E+11
Faroe Islands,X1972,NA
Micronesia,X1972,NA
Gabon,X1972,430508357.7
UK,X1972,1.70E+11
Georgia,X1972,NA
Ghana,X1972,2112292945
Gibraltar,X1972,NA
Guinea,X1972,NA
Gambia,X1972,59161545
Guinea-Bissau,X1972,87702828.57
Equatorial Guinea,X1972,65429198.24
Greece,X1972,16885506818
Grenada,X1972,NA
Greenland,X1972,106101175.7
Guatemala,X1972,2101300000
Guam,X1972,NA
Guyana,X1972,285380952.4
"Hong Kong SAR, China",X1972,5710107420
Honduras,X1972,802999950
Croatia,X1972,NA
Haiti,X1972,NA
Hungary,X1972,NA
Indonesia,X1972,10997590361
Isle of Man,X1972,NA
India,X1972,70509913049
Ireland,X1972,6325627655
Iran,X1972,17153463264
Iraq,X1972,4113848002
Iceland,X1972,827213233.6
Israel,X1972,8771500000
Italy,X1972,1.45E+11
Jamaica,X1972,1875048860
Jordan,X1972,788574629
Japan,X1972,3.18E+11
Kazakhstan,X1972,NA
Kenya,X1972,2107279157
Kyrgyzstan,X1972,NA
Cambodia,X1972,505549441.4
Kiribati,X1972,18936526.95
St. Kitts and Nevis,X1972,22944849.12
South Korea,X1972,10842220469
Kuwait,X1972,4451200973
Laos,X1972,NA
Lebanon,X1972,NA
Liberia,X1972,368098000
Libya,X1972,NA
Saint Lucia,X1972,NA
Liechtenstein,X1972,124941925
Sri Lanka,X1972,2553936348
Lesotho,X1972,80915831.92
Lithuania,X1972,NA
Luxembourg,X1972,1968733022
Latvia,X1972,NA
"Macao SAR, China",X1972,NA
Saint Martin,X1972,NA
Morocco,X1972,5074117545
Monaco,X1972,402460333.2
Moldova,X1972,NA
Madagascar,X1972,1341590682
Maldives,X1972,NA
Mexico,X1972,4.52E+10
Marshall Islands,X1972,NA
Macedonia,X1972,NA
Mali,X1972,486617332.4
Malta,X1972,295118249.3
Myanmar,X1972,NA
Montenegro,X1972,NA
Mongolia,X1972,NA
Northern Mariana Islands,X1972,NA
Mozambique,X1972,NA
Mauritania,X1972,265009395.1
Mauritius,X1972,NA
Malawi,X1972,406062874.3
Malaysia,X1972,5043268549
Namibia,X1972,NA
New Caledonia,X1972,505892512.9
Niger,X1972,742779740.4
Nigeria,X1972,12274416018
Nicaragua,X1972,NA
Netherlands,X1972,54008338918
Norway,X1972,17358610850
Nepal,X1972,1024098805
Nauru,X1972,NA
New Zealand,X1972,9820126398
Oman,X1972,366857738.4
Pakistan,X1972,9309109764
Panama,X1972,1673411700
Peru,X1972,9189413409
Philippines,X1972,8017468688
Palau,X1972,NA
Papua New Guinea,X1972,858802035.9
Poland,X1972,NA
Puerto Rico,X1972,6328900000
North Korea,X1972,NA
Portugal,X1972,11240223128
Paraguay,X1972,697291727.8
French Polynesia,X1972,325843254.7
Qatar,X1972,510259940.7
Romania,X1972,NA
Russia,X1972,NA
Rwanda,X1972,246457838.3
Saudi Arabia,X1972,9664157499
Sudan,X1972,2.88E+09
Senegal,X1972,1280328245
Singapore,X1972,2719900351
Solomon Islands,X1972,40606712.05
Sierra Leone,X1972,465381090
El Salvador,X1972,1263720000
San Marino,X1972,NA
Somalia,X1972,NA
Serbia,X1972,NA
South Sudan,X1972,NA
Sao Tome and Principe,X1972,NA
Suriname,X1972,287600000
Slovakia,X1972,NA
Slovenia,X1972,NA
Sweden,X1972,48263914959
Swaziland,X1972,146741251.5
Sint Maarten,X1972,NA
Seychelles,X1972,30645121.01
Syria,X1972,3059682162
Turks and Caicos Islands,X1972,NA
Chad,X1972,585427545.7
Togo,X1972,335677636.9
Thailand,X1972,8177884553
Tajikistan,X1972,NA
Turkmenistan,X1972,NA
Timor-Leste,X1972,NA
Tonga,X1972,NA
Trinidad and Tobago,X1972,1083381044
Tunisia,X1972,2237476420
Turkey,X1972,20431095406
Tuvalu,X1972,NA
Tanzania,X1972,NA
Uganda,X1972,1491596639
Ukraine,X1972,NA
Uruguay,X1972,2189418001
USA,X1972,1.28E+12
Uzbekistan,X1972,NA
St. Vincent and the Grenadines,X1972,27585488.99
Venezuela,X1972,15922863636
British Virgin Islands,X1972,NA
Virgin Islands (U.S.),X1972,307100000
Vietnam,X1972,NA
Vanuatu,X1972,NA
Samoa,X1972,NA
Kosovo,X1972,NA
Yemen,X1972,NA
South Africa,X1972,21358137115
Zambia,X1972,1910714286
Zimbabwe,X1972,2677729400
Aruba,X1973,NA
Afghanistan,X1973,1733333264
Angola,X1973,NA
Albania,X1973,NA
Andorra,X1973,150820102.8
United Arab Emirates,X1973,NA
Argentina,X1973,52544000117
Armenia,X1973,NA
American Samoa,X1973,NA
Antigua and Barbuda,X1973,NA
Australia,X1973,63721973094
Austria,X1973,29515467988
Azerbaijan,X1973,NA
Burundi,X1973,304339839.6
Belgium,X1973,47999363072
Benin,X1973,504376035.7
Burkina Faso,X1973,674773821.2
Bangladesh,X1973,8086725729
Bulgaria,X1973,NA
Bahrain,X1973,NA
Bahamas,X1973,670900000
Bosnia and Herzegovina,X1973,NA
Belarus,X1973,NA
Belize,X1973,78343558.28
Bermuda,X1973,269500000
Bolivia,X1973,1263018491
Brazil,X1973,79279057731
Barbados,X1973,NA
Brunei,X1973,433092003.6
Bhutan,X1973,NA
Botswana,X1973,244129088
Central African Republic,X1973,271183061.4
Canada,X1973,1.31E+11
Switzerland,X1973,NA
Channel Islands,X1973,NA
Chile,X1973,16836261173
China,X1973,1.39E+11
Ivory Coast,X1973,2508421235
Cameroon,X1973,1758727395
Democratic Republic of the Congo,X1973,7870239461
Republic of Congo,X1973,541973362.5
Colombia,X1973,10315760000
Comoros,X1973,NA
Cape Verde,X1973,NA
Costa Rica,X1973,1528916185
Cuba,X1973,9987709650
Curacao,X1973,NA
Cayman Islands,X1973,NA
Cyprus,X1973,NA
Czech Republic,X1973,NA
Germany,X1973,3.97E+11
Djibouti,X1973,NA
Dominica,X1973,NA
Denmark,X1973,30730638896
Dominican Republic,X1973,2344699900
Algeria,X1973,8715105930
Ecuador,X1973,3891755552
Egypt,X1973,9616725366
Eritrea,X1973,NA
Spain,X1973,78425934894
Estonia,X1973,NA
Ethiopia,X1973,NA
Finland,X1973,19486826980
Fiji,X1973,425963359.4
France,X1973,2.64E+11
Faroe Islands,X1973,NA
Micronesia,X1973,NA
Gabon,X1973,722780701.1
UK,X1973,1.93E+11
Georgia,X1973,NA
Ghana,X1973,2465492958
Gibraltar,X1973,NA
Guinea,X1973,NA
Gambia,X1973,75187969.92
Guinea-Bissau,X1973,89374237.29
Equatorial Guinea,X1973,81203226.91
Greece,X1973,22347844649
Grenada,X1973,NA
Greenland,X1973,140153748.2
Guatemala,X1973,2569200100
Guam,X1973,NA
Guyana,X1973,307047619
"Hong Kong SAR, China",X1973,8030117556
Honduras,X1973,912499950
Croatia,X1973,NA
Haiti,X1973,NA
Hungary,X1973,NA
Indonesia,X1973,16273253012
Isle of Man,X1973,NA
India,X1973,84374541630
Ireland,X1973,7490132549
Iran,X1973,27081698249
Iraq,X1973,5134367778
Iceland,X1973,1137337734
Israel,X1973,11321750000
Italy,X1973,1.75E+11
Jamaica,X1973,1905917553
Jordan,X1973,943700547.8
Japan,X1973,4.32E+11
Kazakhstan,X1973,NA
Kenya,X1973,2502142444
Kyrgyzstan,X1973,NA
Cambodia,X1973,702899156
Kiribati,X1973,31710657.73
St. Kitts and Nevis,X1973,24196018.38
South Korea,X1973,13841885921
Kuwait,X1973,5408293999
Laos,X1973,NA
Lebanon,X1973,NA
Liberia,X1973,386968300
Libya,X1973,NA
Saint Lucia,X1973,NA
Liechtenstein,X1973,165930611.7
Sri Lanka,X1973,2875625000
Lesotho,X1973,121181556.2
Lithuania,X1973,NA
Luxembourg,X1973,2701874664
Latvia,X1973,NA
"Macao SAR, China",X1973,NA
Saint Martin,X1973,NA
Morocco,X1973,6242177798
Monaco,X1973,523552815.1
Moldova,X1973,NA
Madagascar,X1973,1653062347
Maldives,X1973,NA
Mexico,X1973,5.53E+10
Marshall Islands,X1973,NA
Macedonia,X1973,NA
Mali,X1973,563683660.3
Malta,X1973,345602025.4
Myanmar,X1973,NA
Montenegro,X1973,NA
Mongolia,X1973,NA
Northern Mariana Islands,X1973,NA
Mozambique,X1973,NA
Mauritania,X1973,333731874.4
Mauritius,X1973,NA
Malawi,X1973,444281703.9
Malaysia,X1973,7662996767
Namibia,X1973,NA
New Caledonia,X1973,542294864.8
Niger,X1973,946385033
Nigeria,X1973,15162871287
Nicaragua,X1973,NA
Netherlands,X1973,70924006306
Norway,X1973,22534253703
Nepal,X1973,972101725
Nauru,X1973,NA
New Zealand,X1973,13024906080
Oman,X1973,483033932.1
Pakistan,X1973,6324884129
Panama,X1973,1913793400
Peru,X1973,10994381895
Philippines,X1973,10082885603
Palau,X1973,NA
Papua New Guinea,X1973,1299105241
Poland,X1973,NA
Puerto Rico,X1973,7002400000
North Korea,X1973,NA
Portugal,X1973,15092052330
Paraguay,X1973,889357059.5
French Polynesia,X1973,431254103
Qatar,X1973,793884368
Romania,X1973,NA
Russia,X1973,NA
Rwanda,X1973,290746157.1
Saudi Arabia,X1973,14947391140
Sudan,X1973,3571666667
Senegal,X1973,1471913474
Singapore,X1973,3693760000
Solomon Islands,X1973,55272108.84
Sierra Leone,X1973,575230234.4
El Salvador,X1973,1442320000
San Marino,X1973,NA
Somalia,X1973,NA
Serbia,X1973,NA
South Sudan,X1973,NA
Sao Tome and Principe,X1973,NA
Suriname,X1973,305300000
Slovakia,X1973,NA
Slovenia,X1973,NA
Sweden,X1973,58567384059
Swaziland,X1973,221902017.3
Sint Maarten,X1973,NA
Seychelles,X1973,36896278.22
Syria,X1973,3239488105
Turks and Caicos Islands,X1973,NA
Chad,X1973,647199482.8
Togo,X1973,406479906.2
Thailand,X1973,10838587358
Tajikistan,X1973,NA
Turkmenistan,X1973,NA
Timor-Leste,X1973,NA
Tonga,X1973,NA
Trinidad and Tobago,X1973,1308799459
Tunisia,X1973,2730787476
Turkey,X1973,25724381625
Tuvalu,X1973,NA
Tanzania,X1973,NA
Uganda,X1973,1702521008
Ukraine,X1973,NA
Uruguay,X1973,3964295673
USA,X1973,1.43E+12
Uzbekistan,X1973,NA
St. Vincent and the Grenadines,X1973,30165373.62
Venezuela,X1973,19466279070
British Virgin Islands,X1973,NA
Virgin Islands (U.S.),X1973,351600000
Vietnam,X1973,NA
Vanuatu,X1973,NA
Samoa,X1973,NA
Kosovo,X1973,NA
Yemen,X1973,NA
South Africa,X1973,29293948127
Zambia,X1973,2268714286
Zimbabwe,X1973,3309353600
Aruba,X1974,NA
Afghanistan,X1974,2155555498
Angola,X1974,NA
Albania,X1974,NA
Andorra,X1974,186558696.3
United Arab Emirates,X1974,NA
Argentina,X1974,72436777342
Armenia,X1974,NA
American Samoa,X1974,NA
Antigua and Barbuda,X1974,NA
Australia,X1974,88809137804
Austria,X1974,35189299985
Azerbaijan,X1974,NA
Burundi,X1974,345263492.1
Belgium,X1974,56333010460
Benin,X1974,554654787
Burkina Faso,X1974,751133642.6
Bangladesh,X1974,12512460520
Bulgaria,X1974,NA
Bahrain,X1974,NA
Bahamas,X1974,632400000
Bosnia and Herzegovina,X1974,NA
Belarus,X1974,NA
Belize,X1974,103216374.3
Bermuda,X1974,312600000
Bolivia,X1974,2100249875
Brazil,X1974,1.05E+11
Barbados,X1974,441595558.6
Brunei,X1974,1073577086
Bhutan,X1974,NA
Botswana,X1974,306033848.4
Central African Republic,X1974,281398668.2
Canada,X1974,1.60E+11
Switzerland,X1974,NA
Channel Islands,X1974,NA
Chile,X1974,16210404184
China,X1974,1.44E+11
Ivory Coast,X1974,3070151901
Cameroon,X1974,2255496995
Democratic Republic of the Congo,X1974,9596960180
Republic of Congo,X1974,585364635.4
Colombia,X1974,12370029584
Comoros,X1974,NA
Cape Verde,X1974,NA
Costa Rica,X1974,1666544754
Cuba,X1974,11405957317
Curacao,X1974,NA
Cayman Islands,X1974,NA
Cyprus,X1974,NA
Czech Republic,X1974,NA
Germany,X1974,4.44E+11
Djibouti,X1974,NA
Dominica,X1974,NA
Denmark,X1974,34160363583
Dominican Republic,X1974,2925600000
Algeria,X1974,13209713643
