Country.Name,year,GDP
Tajikistan,X2009,4979481980
Turkmenistan,X2009,20214385965
Timor-Leste,X2009,3199550317
Tonga,X2009,318166562.8
Trinidad and Tobago,X2009,19175196446
Tunisia,X2009,43454935940
Turkey,X2009,6.45E+11
Tuvalu,X2009,27101076.28
Tanzania,X2009,28573777052
Uganda,X2009,18168902154
Ukraine,X2009,1.17E+11
Uruguay,X2009,31660911277
USA,X2009,1.44E+13
Uzbekistan,X2009,33689223673
St. Vincent and the Grenadines,X2009,674922481.5
Venezuela,X2009,3.30E+11
British Virgin Islands,X2009,NA
Virgin Islands (U.S.),X2009,4.20E+09
Vietnam,X2009,1.06E+11
Vanuatu,X2009,610066628.7
Samoa,X2009,560959527.8
Kosovo,X2009,5653792720
Yemen,X2009,25130274124
South Africa,X2009,2.97E+11
Zambia,X2009,15328342304
Zimbabwe,X2009,8621573600
Aruba,X2010,2467703911
Afghanistan,X2010,15936800636
Angola,X2010,82526143645
Albania,X2010,11926953259
Andorra,X2010,3355695364
United Arab Emirates,X2010,2.90E+11
Argentina,X2010,4.24E+11
Armenia,X2010,9260284938
American Samoa,X2010,5.76E+08
Antigua and Barbuda,X2010,1152469074
Australia,X2010,1.14E+12
Austria,X2010,3.92E+11
Azerbaijan,X2010,52902703376
Burundi,X2010,2026864469
Belgium,X2010,4.84E+11
Benin,X2010,6970240895
Burkina Faso,X2010,8979966766
Bangladesh,X2010,1.15E+11
Bulgaria,X2010,50610058210
Bahrain,X2010,25713271277
Bahamas,X2010,10095760000
Bosnia and Herzegovina,X2010,17176781337
Belarus,X2010,57222490769
Belize,X2010,1397113450
Bermuda,X2010,5744414000
Bolivia,X2010,19649631308
Brazil,X2010,2.21E+12
Barbados,X2010,4461650000
Brunei,X2010,13707370737
Bhutan,X2010,1585472534
Botswana,X2010,12786654366
Central African Republic,X2010,1986015906
Canada,X2010,1.61E+12
Switzerland,X2010,5.84E+11
Channel Islands,X2010,NA
Chile,X2010,2.19E+11
China,X2010,6.10E+12
Ivory Coast,X2010,24884505035
Cameroon,X2010,26143818510
Democratic Republic of the Congo,X2010,21565722425
Republic of Congo,X2010,12007880439
Colombia,X2010,2.87E+11
Comoros,X2010,530493353.2
Cape Verde,X2010,1664310770
Costa Rica,X2010,37268635287
Cuba,X2010,6.43E+10
Curacao,X2010,NA
Cayman Islands,X2010,NA
Cyprus,X2010,25562251656
Czech Republic,X2010,2.07E+11
Germany,X2010,3.42E+12
Djibouti,X2010,1128611700
Dominica,X2010,493824407.4
Denmark,X2010,3.22E+11
Dominican Republic,X2010,53982886258
Algeria,X2010,1.61E+11
Ecuador,X2010,69555367000
Egypt,X2010,2.19E+11
Eritrea,X2010,2117039512
Spain,X2010,1.43E+12
Estonia,X2010,19490936349
Ethiopia,X2010,29933790334
Finland,X2010,2.48E+11
Fiji,X2010,3140508836
France,X2010,2.64E+12
Faroe Islands,X2010,2301168187
Micronesia,X2010,296525300
Gabon,X2010,14358631634
UK,X2010,2.44E+12
Georgia,X2010,11638536834
Ghana,X2010,32174772956
Gibraltar,X2010,NA
Guinea,X2010,6992497899
Gambia,X2010,951806368.7
Guinea-Bissau,X2010,850633309.8
Equatorial Guinea,X2010,16298542028
Greece,X2010,2.99E+11
Grenada,X2010,771015888.9
Greenland,X2010,2503156061
Guatemala,X2010,41338595381
Guam,X2010,4.90E+09
Guyana,X2010,2273225042
"Hong Kong SAR, China",X2010,2.29E+11
Honduras,X2010,15839344592
Croatia,X2010,59829574391
Haiti,X2010,6622541529
Hungary,X2010,1.31E+11
Indonesia,X2010,7.55E+11
Isle of Man,X2010,5920177689
India,X2010,1.66E+12
Ireland,X2010,2.22E+11
Iran,X2010,4.87E+11
Iraq,X2010,1.39E+11
Iceland,X2010,13310567803
Israel,X2010,2.34E+11
Italy,X2010,2.13E+12
Jamaica,X2010,13191645686
Jordan,X2010,26425379437
Japan,X2010,5.70E+12
Kazakhstan,X2010,1.48E+11
Kenya,X2010,40000088347
Kyrgyzstan,X2010,4794357795
Cambodia,X2010,11242275199
Kiribati,X2010,153275912.7
St. Kitts and Nevis,X2010,705015370.4
South Korea,X2010,1.09E+12
Kuwait,X2010,1.15E+11
Laos,X2010,7127792630
Lebanon,X2010,38419626628
Liberia,X2010,1292697100
Libya,X2010,74773444901
Saint Lucia,X2010,1381968259
Liechtenstein,X2010,5082366478
Sri Lanka,X2010,56728002830
Lesotho,X2010,2385950664
Lithuania,X2010,37120517694
Luxembourg,X2010,53212476812
Latvia,X2010,23757368290
"Macao SAR, China",X2010,28123640999
Saint Martin,X2010,NA
Morocco,X2010,93216746662
Monaco,X2010,5350674803
Moldova,X2010,5811604052
Madagascar,X2010,8729936136
Maldives,X2010,2588176055
Mexico,X2010,1.06E+12
Marshall Islands,X2010,164969100
Macedonia,X2010,9407168702
Mali,X2010,10678749467
Malta,X2010,8741059603
Myanmar,X2010,49540813342
Montenegro,X2010,4139192053
Mongolia,X2010,7189481824
Northern Mariana Islands,X2010,7.99E+08
Mozambique,X2010,10154238250
Mauritania,X2010,4343665075
Mauritius,X2010,10003670690
Malawi,X2010,6959697194
Malaysia,X2010,2.55E+11
Namibia,X2010,11282192605
New Caledonia,X2010,NA
Niger,X2010,5718589799
Nigeria,X2010,3.69E+11
Nicaragua,X2010,8758622329
Netherlands,X2010,8.36E+11
Norway,X2010,4.29E+11
Nepal,X2010,16002656434
Nauru,X2010,49248810.57
New Zealand,X2010,1.47E+11
Oman,X2010,58642392718
Pakistan,X2010,1.77E+11
Panama,X2010,29440287600
Peru,X2010,1.48E+11
Philippines,X2010,2.00E+11
Palau,X2010,182843800
Papua New Guinea,X2010,14250726290
Poland,X2010,4.79E+11
Puerto Rico,X2010,98381268000
North Korea,X2010,NA
Portugal,X2010,2.38E+11
Paraguay,X2010,20030528043
French Polynesia,X2010,NA
Qatar,X2010,1.25E+11
Romania,X2010,1.67E+11
Russia,X2010,1.52E+12
Rwanda,X2010,5773084568
Saudi Arabia,X2010,5.28E+11
Sudan,X2010,65634109237
Senegal,X2010,12948906289
Singapore,X2010,2.36E+11
Solomon Islands,X2010,681151190
Sierra Leone,X2010,2578026297
El Salvador,X2010,18447922400
San Marino,X2010,2139072848
Somalia,X2010,NA
Serbia,X2010,39460357731
South Sudan,X2010,NA
Sao Tome and Principe,X2010,197454053.1
Suriname,X2010,4368398048
Slovakia,X2010,89501012916
Slovenia,X2010,48013606745
Sweden,X2010,4.88E+11
Swaziland,X2010,4438778424
Sint Maarten,X2010,NA
Seychelles,X2010,969936525.3
Syria,X2010,NA
Turks and Caicos Islands,X2010,NA
Chad,X2010,10657705536
Togo,X2010,3172945645
Thailand,X2010,3.41E+11
Tajikistan,X2010,5642178580
Turkmenistan,X2010,22583157895
Timor-Leste,X2010,3998696649
Tonga,X2010,369485198.8
Trinidad and Tobago,X2010,22157948396
Tunisia,X2010,44050929160
Turkey,X2010,7.72E+11
Tuvalu,X2010,31823518.62
Tanzania,X2010,31407908612
Uganda,X2010,20186496527
Ukraine,X2010,1.36E+11
Uruguay,X2010,40284481652
USA,X2010,1.50E+13
Uzbekistan,X2010,39332770929
St. Vincent and the Grenadines,X2010,681225963
Venezuela,X2010,3.93E+11
British Virgin Islands,X2010,NA
Virgin Islands (U.S.),X2010,4.34E+09
Vietnam,X2010,1.16E+11
Vanuatu,X2010,700804286.2
Samoa,X2010,643046733.4
Kosovo,X2010,5829933775
Yemen,X2010,30906748941
South Africa,X2010,3.75E+11
Zambia,X2010,20265556274
Zimbabwe,X2010,10141859700
Aruba,X2011,2584463687
Afghanistan,X2011,17930239400
Angola,X2011,1.04E+11
Albania,X2011,12890867539
Andorra,X2011,3442062830
United Arab Emirates,X2011,3.51E+11
Argentina,X2011,5.30E+11
Armenia,X2011,10142111334
American Samoa,X2011,5.74E+08
Antigua and Barbuda,X2011,1142042926
Australia,X2011,1.39E+12
Austria,X2011,4.31E+11
Azerbaijan,X2011,65951627200
Burundi,X2011,2355652126
Belgium,X2011,5.27E+11
Benin,X2011,7814081156
Burkina Faso,X2011,10724063458
Bangladesh,X2011,1.29E+11
Bulgaria,X2011,57418414504
Bahrain,X2011,28776595745
Bahamas,X2011,10070450000
Bosnia and Herzegovina,X2011,18644723861
Belarus,X2011,61757788945
Belize,X2011,1487005600
Bermuda,X2011,5550771000
Bolivia,X2011,23963033444
Brazil,X2011,2.62E+12
Barbados,X2011,4660900000
Brunei,X2011,18525319978
Bhutan,X2011,1820207626
Botswana,X2011,15682926896
Central African Republic,X2011,2195599557
Canada,X2011,1.79E+12
Switzerland,X2011,7.00E+11
Channel Islands,X2011,NA
Chile,X2011,2.52E+11
China,X2011,7.57E+12
Ivory Coast,X2011,25381616734
Cameroon,X2011,29337006833
Democratic Republic of the Congo,X2011,25839749199
Republic of Congo,X2011,14425607180
Colombia,X2011,3.35E+11
Comoros,X2011,586281766.8
Cape Verde,X2011,1864824081
Costa Rica,X2011,42262697840
Cuba,X2011,6.90E+10
Curacao,X2011,NA
Cayman Islands,X2011,NA
Cyprus,X2011,27427161523
Czech Republic,X2011,2.28E+11
Germany,X2011,3.76E+12
Djibouti,X2011,1239144502
Dominica,X2011,501025296.3
Denmark,X2011,3.44E+11
Dominican Republic,X2011,57811180659
Algeria,X2011,2.00E+11
Ecuador,X2011,79276664000
Egypt,X2011,2.36E+11
Eritrea,X2011,2607739837
Spain,X2011,1.49E+12
Estonia,X2011,23170239901
Ethiopia,X2011,31952763089
Finland,X2011,2.74E+11
Fiji,X2011,3774530616
France,X2011,2.86E+12
Faroe Islands,X2011,2468754075
Micronesia,X2011,310502100
Gabon,X2011,18186515200
UK,X2011,2.62E+12
Georgia,X2011,14434619982
Ghana,X2011,39566292433
Gibraltar,X2011,NA
Guinea,X2011,6511123904
Gambia,X2011,898290989.9
Guinea-Bissau,X2011,1099385895
Equatorial Guinea,X2011,21329395901
Greece,X2011,2.88E+11
Grenada,X2011,778648666.7
Greenland,X2011,2684467376
Guatemala,X2011,47654841113
Guam,X2011,4.93E+09
Guyana,X2011,2576024116
"Hong Kong SAR, China",X2011,2.49E+11
Honduras,X2011,17710315006
Croatia,X2011,62375044443
Haiti,X2011,7516834160
Hungary,X2011,1.41E+11
Indonesia,X2011,8.93E+11
Isle of Man,X2011,6142169524
India,X2011,1.82E+12
Ireland,X2011,2.39E+11
Iran,X2011,5.84E+11
Iraq,X2011,1.86E+11
Iceland,X2011,14732689535
Israel,X2011,2.62E+11
Italy,X2011,2.28E+12
Jamaica,X2011,14439910353
Jordan,X2011,28840263380
Japan,X2011,6.16E+12
Kazakhstan,X2011,1.93E+11
Kenya,X2011,41954942417
Kyrgyzstan,X2011,6197766119
Cambodia,X2011,12829541141
Kiribati,X2011,177142135.1
St. Kitts and Nevis,X2011,753225963
South Korea,X2011,1.20E+12
Kuwait,X2011,1.54E+11
Laos,X2011,8749241114
Lebanon,X2011,40075674163
Liberia,X2011,1545400000
Libya,X2011,34699395524
Saint Lucia,X2011,1437684815
Liechtenstein,X2011,5739977477
Sri Lanka,X2011,65289915890
Lesotho,X2011,2788022889
Lithuania,X2011,43476873413
Luxembourg,X2011,60004630234
Latvia,X2011,28223552825
"Macao SAR, China",X2011,36709860068
Saint Martin,X2011,NA
Morocco,X2011,1.01E+11
Monaco,X2011,6074884389
Moldova,X2011,7015206498
Madagascar,X2011,9892702358
Maldives,X2011,2774351760
Mexico,X2011,1.18E+12
Marshall Islands,X2011,173260300
Macedonia,X2011,10494632699
Mali,X2011,12978107561
Malta,X2011,9507645260
Myanmar,X2011,59977326086
Montenegro,X2011,4538198499
Mongolia,X2011,10409797649
Northern Mariana Islands,X2011,7.33E+08
Mozambique,X2011,13131168012
Mauritania,X2011,5179690136
Mauritius,X2011,11518393367
Malawi,X2011,8003300198
Malaysia,X2011,2.98E+11
Namibia,X2011,12409629836
New Caledonia,X2011,NA
Niger,X2011,6409169890
Nigeria,X2011,4.12E+11
Nicaragua,X2011,9774316692
Netherlands,X2011,8.94E+11
Norway,X2011,4.99E+11
Nepal,X2011,18913574371
Nauru,X2011,72751801.05
New Zealand,X2011,1.68E+11
Oman,X2011,67937581274
Pakistan,X2011,2.14E+11
Panama,X2011,34686224300
Peru,X2011,1.72E+11
Philippines,X2011,2.24E+11
Palau,X2011,193208100
Papua New Guinea,X2011,17984816533
Poland,X2011,5.29E+11
Puerto Rico,X2011,1.00E+11
North Korea,X2011,NA
Portugal,X2011,2.45E+11
Paraguay,X2011,25099681461
French Polynesia,X2011,NA
Qatar,X2011,1.68E+11
Romania,X2011,1.84E+11
Russia,X2011,2.05E+12
Rwanda,X2011,6563320570
Saudi Arabia,X2011,6.71E+11
Sudan,X2011,67327289320
Senegal,X2011,14390776644
Singapore,X2011,2.76E+11
Solomon Islands,X2011,932725578.8
Sierra Leone,X2011,2942546781
El Salvador,X2011,20283783700
San Marino,X2011,2054489853
Somalia,X2011,NA
Serbia,X2011,46466728667
South Sudan,X2011,17273335564
Sao Tome and Principe,X2011,233213522.6
Suriname,X2011,4422276622
Slovakia,X2011,98181259740
Slovenia,X2011,51290792018
Sweden,X2011,5.63E+11
Swaziland,X2011,4820499924
Sint Maarten,X2011,NA
Seychelles,X2011,1065826670
Syria,X2011,NA
Turks and Caicos Islands,X2011,NA
Chad,X2011,12156380425
Togo,X2011,3756023160
Thailand,X2011,3.71E+11
Tajikistan,X2011,6522732203
Turkmenistan,X2011,29233333333
Timor-Leste,X2011,5681940845
Tonga,X2011,423011844.3
Trinidad and Tobago,X2011,25433011405
Tunisia,X2011,45810626509
Turkey,X2011,8.33E+11
Tuvalu,X2011,38711827.75
Tanzania,X2011,33878631649
Uganda,X2011,20176025418
Ukraine,X2011,1.63E+11
Uruguay,X2011,47962439304
USA,X2011,1.55E+13
Uzbekistan,X2011,45915191189
St. Vincent and the Grenadines,X2011,676129407.4
Venezuela,X2011,3.16E+11
British Virgin Islands,X2011,NA
Virgin Islands (U.S.),X2011,4.24E+09
Vietnam,X2011,1.36E+11
Vanuatu,X2011,792149700.7
Samoa,X2011,739785121.9
Kosovo,X2011,6686683347
Yemen,X2011,32726417212
South Africa,X2011,4.17E+11
Zambia,X2011,23460098340
Zimbabwe,X2011,12098450700
Aruba,X2012,NA
Afghanistan,X2012,20536542737
Angola,X2012,1.14E+11
Albania,X2012,12319784787
Andorra,X2012,3164615187
United Arab Emirates,X2012,3.75E+11
Argentina,X2012,5.46E+11
Armenia,X2012,10619320049
American Samoa,X2012,6.44E+08
Antigua and Barbuda,X2012,1211411704
Australia,X2012,1.54E+12
Austria,X2012,4.09E+11
Azerbaijan,X2012,69683935845
Burundi,X2012,2472384907
Belgium,X2012,4.98E+11
Benin,X2012,8152554487
Burkina Faso,X2012,11166063467
Bangladesh,X2012,1.33E+11
Bulgaria,X2012,53903022339
Bahrain,X2012,30749308511
Bahamas,X2012,10720500000
Bosnia and Herzegovina,X2012,17226849297
Belarus,X2012,65685102555
Belize,X2012,1573670250
Bermuda,X2012,5537537000
Bolivia,X2012,27084497540
Brazil,X2012,2.47E+12
Barbados,X2012,4656350000
Brunei,X2012,19048495519
Bhutan,X2012,1823692110
Botswana,X2012,14686278707
Central African Republic,X2012,2169706564
Canada,X2012,1.82E+12
Switzerland,X2012,6.68E+11
Channel Islands,X2012,NA
Chile,X2012,2.67E+11
China,X2012,8.56E+12
Ivory Coast,X2012,27040562587
Cameroon,X2012,29104437355
Democratic Republic of the Congo,X2012,29306223081
Republic of Congo,X2012,13677930124
Colombia,X2012,3.70E+11
Comoros,X2012,570865941.2
Cape Verde,X2012,1751888562
Costa Rica,X2012,46473128286
Cuba,X2012,7.31E+10
Curacao,X2012,NA
Cayman Islands,X2012,NA
Cyprus,X2012,25041372222
Czech Republic,X2012,2.07E+11
Germany,X2012,3.54E+12
Djibouti,X2012,1353632942
Dominica,X2012,485998000
Denmark,X2012,3.27E+11
Dominican Republic,X2012,60657780261
Algeria,X2012,2.09E+11
Ecuador,X2012,87924544000
Egypt,X2012,2.79E+11
Eritrea,X2012,NA
Spain,X2012,1.34E+12
Estonia,X2012,23043864510
Ethiopia,X2012,43310721414
Finland,X2012,2.57E+11
Fiji,X2012,3972012571
France,X2012,2.68E+12
Faroe Islands,X2012,2356495468
Micronesia,X2012,326128700
Gabon,X2012,17171468469
UK,X2012,2.66E+12
Georgia,X2012,15846474596
Ghana,X2012,41939728979
Gibraltar,X2012,NA
Guinea,X2012,7504778989
Gambia,X2012,910026155.7
Guinea-Bissau,X2012,989875559.1
Equatorial Guinea,X2012,22389627294
Greece,X2012,2.46E+11
Grenada,X2012,799882148.1
Greenland,X2012,2609667674
Guatemala,X2012,50388454861
Guam,X2012,5.20E+09
Guyana,X2012,2861562266
"Hong Kong SAR, China",X2012,2.63E+11
Honduras,X2012,18528601901
Croatia,X2012,56565475275
Haiti,X2012,7890216508
Hungary,X2012,1.28E+11
Indonesia,X2012,9.18E+11
Isle of Man,X2012,6433357030
India,X2012,1.83E+12
Ireland,X2012,2.26E+11
Iran,X2012,5.99E+11
Iraq,X2012,2.18E+11
Iceland,X2012,14292008745
Israel,X2012,2.57E+11
Italy,X2012,2.07E+12
Jamaica,X2012,14800165407
Jordan,X2012,30937277606
Japan,X2012,6.20E+12
Kazakhstan,X2012,2.08E+11
Kenya,X2012,50334699324
Kyrgyzstan,X2012,6605139933
Cambodia,X2012,14054443213
Kiribati,X2012,188045661.6
St. Kitts and Nevis,X2012,734462666.7
South Korea,X2012,1.22E+12
Kuwait,X2012,1.74E+11
Laos,X2012,10191350120
Lebanon,X2012,43868565282
Liberia,X2012,1735500000
Libya,X2012,81873662519
Saint Lucia,X2012,1436803333
Liechtenstein,X2012,5456009385
Sri Lanka,X2012,68436230408
Lesotho,X2012,2678494689
Lithuania,X2012,42848195256
Luxembourg,X2012,56677961787
Latvia,X2012,28119996053
"Macao SAR, China",X2012,43031577366
Saint Martin,X2012,NA
Morocco,X2012,98266306615
Monaco,X2012,NA
Moldova,X2012,7284686576
Madagascar,X2012,9919780071
Maldives,X2012,2886170572
Mexico,X2012,1.20E+12
Marshall Islands,X2012,185210500
Macedonia,X2012,9745251126
Mali,X2012,12442747897
Malta,X2012,9209559296
Myanmar,X2012,59937797559
Montenegro,X2012,4087724528
Mongolia,X2012,12292770631
Northern Mariana Islands,X2012,7.51E+08
Mozambique,X2012,14534278446
Mauritania,X2012,5225533500
Mauritius,X2012,11668685524
Malawi,X2012,6028470989
Malaysia,X2012,3.14E+11
Namibia,X2012,13016272899
New Caledonia,X2012,NA
Niger,X2012,6942209336
Nigeria,X2012,4.61E+11
Nicaragua,X2012,10532001130
Netherlands,X2012,8.29E+11
Norway,X2012,5.10E+11
Nepal,X2012,18851513891
Nauru,X2012,103811958.8
New Zealand,X2012,1.76E+11
Oman,X2012,76689206762
Pakistan,X2012,2.24E+11
Panama,X2012,40429734400
Peru,X2012,1.93E+11
Philippines,X2012,2.50E+11
Palau,X2012,214597500
Papua New Guinea,X2012,21295834133
Poland,X2012,5.00E+11
Puerto Rico,X2012,1.02E+11
North Korea,X2012,NA
Portugal,X2012,2.16E+11
Paraguay,X2012,24595319574
French Polynesia,X2012,NA
Qatar,X2012,1.87E+11
Romania,X2012,1.72E+11
Russia,X2012,2.21E+12
Rwanda,X2012,7334917697
Saudi Arabia,X2012,7.36E+11
Sudan,X2012,68125631150
Senegal,X2012,14225310519
Singapore,X2012,2.91E+11
Solomon Islands,X2012,1063879451
Sierra Leone,X2012,3801862611
El Salvador,X2012,21386153000
San Marino,X2012,1800077091
Somalia,X2012,NA
Serbia,X2012,40742313861
South Sudan,X2012,11266779661
Sao Tome and Principe,X2012,252560557.1
Suriname,X2012,4.98E+09
Slovakia,X2012,93413992956
Slovenia,X2012,46352802766
Sweden,X2012,5.44E+11
Swaziland,X2012,4823831657
Sint Maarten,X2012,NA
Seychelles,X2012,1059498884
Syria,X2012,NA
Turks and Caicos Islands,X2012,NA
Chad,X2012,12368071039
Togo,X2012,3866618282
Thailand,X2012,3.98E+11
Tajikistan,X2012,7633049792
Turkmenistan,X2012,35164210526
Timor-Leste,X2012,6671047974
Tonga,X2012,472358251.2
Trinidad and Tobago,X2012,25622915889
Tunisia,X2012,45044112939
Turkey,X2012,8.74E+11
Tuvalu,X2012,37671734.83
Tanzania,X2012,39087748240
Uganda,X2012,23114293019
Ukraine,X2012,1.76E+11
Uruguay,X2012,51264390116
USA,X2012,1.62E+13
Uzbekistan,X2012,51821573338
St. Vincent and the Grenadines,X2012,692933740.7
Venezuela,X2012,3.81E+11
British Virgin Islands,X2012,NA
Virgin Islands (U.S.),X2012,4.10E+09
Vietnam,X2012,1.56E+11
Vanuatu,X2012,781702874.1
Samoa,X2012,801168622.3
Kosovo,X2012,6500192728
Yemen,X2012,35401325144
South Africa,X2012,3.96E+11
Zambia,X2012,25503370699
Zimbabwe,X2012,14242490300
Aruba,X2013,NA
Afghanistan,X2013,20264253974
Angola,X2013,1.25E+11
Albania,X2013,12776277515
Andorra,X2013,3281585236
United Arab Emirates,X2013,3.90E+11
Argentina,X2013,5.52E+11
Armenia,X2013,11121465767
American Samoa,X2013,6.41E+08
Antigua and Barbuda,X2013,1192925407
Australia,X2013,1.57E+12
Austria,X2013,4.30E+11
Azerbaijan,X2013,74164435946
Burundi,X2013,2714505635
Belgium,X2013,5.21E+11
Benin,X2013,9157355680
Burkina Faso,X2013,11947176342
Bangladesh,X2013,1.50E+11
Bulgaria,X2013,55758754072
Bahrain,X2013,32539547872
Bahamas,X2013,10627600000
Bosnia and Herzegovina,X2013,18178503835
Belarus,X2013,75527984234
Belize,X2013,1612573850
Bermuda,X2013,5573710000
Bolivia,X2013,30659338929
Brazil,X2013,2.47E+12
Barbados,X2013,4612500000
Brunei,X2013,18093829923
Bhutan,X2013,1798333726
Botswana,X2013,14915780539
Central African Republic,X2013,1518565298
Canada,X2013,1.84E+12
Switzerland,X2013,6.89E+11
Channel Islands,X2013,NA
Chile,X2013,2.78E+11
China,X2013,9.61E+12
Ivory Coast,X2013,31273049200
Cameroon,X2013,32348149947
Democratic Republic of the Congo,X2013,32671683662
Republic of Congo,X2013,14085851348
Colombia,X2013,3.80E+11
Comoros,X2013,618663921.9
Cape Verde,X2013,1850951315
Costa Rica,X2013,49745088112
Cuba,X2013,7.71E+10
Curacao,X2013,NA
Cayman Islands,X2013,NA
Cyprus,X2013,24084572491
Czech Republic,X2013,2.09E+11
Germany,X2013,3.75E+12
Djibouti,X2013,1324733712
Dominica,X2013,501979259.3
Denmark,X2013,3.44E+11
Dominican Republic,X2013,62661773592
Algeria,X2013,2.10E+11
Ecuador,X2013,95129659000
Egypt,X2013,2.89E+11
Eritrea,X2013,NA
Spain,X2013,1.36E+12
Estonia,X2013,25137153149
Ethiopia,X2013,47648211133
Finland,X2013,2.70E+11
Fiji,X2013,4190143206
France,X2013,2.81E+12
Faroe Islands,X2013,2613464380
Micronesia,X2013,316040600
Gabon,X2013,17590680917
UK,X2013,2.74E+12
Georgia,X2013,16140047012
Ghana,X2013,47805069495
Gibraltar,X2013,NA
Guinea,X2013,8263033525
Gambia,X2013,898947649.5
Guinea-Bissau,X2013,1045790133
Equatorial Guinea,X2013,21942597765
Greece,X2013,2.40E+11
Grenada,X2013,842620111.1
Greenland,X2013,2669515517
Guatemala,X2013,53851058955
Guam,X2013,5.34E+09
Guyana,X2013,2990006534
"Hong Kong SAR, China",X2013,2.76E+11
Honduras,X2013,18499710128
Croatia,X2013,58085856019
Haiti,X2013,8452509316
Hungary,X2013,1.35E+11
Indonesia,X2013,9.13E+11
Isle of Man,X2013,6754330155
India,X2013,1.86E+12
Ireland,X2013,2.39E+11
Iran,X2013,4.67E+11
Iraq,X2013,2.35E+11
Iceland,X2013,15548321544
Israel,X2013,2.92E+11
Italy,X2013,2.13E+12
Jamaica,X2013,14274983016
Jordan,X2013,33593843662
Japan,X2013,5.16E+12
Kazakhstan,X2013,2.37E+11
Kenya,X2013,55096730083
Kyrgyzstan,X2013,7335027592
Cambodia,X2013,15227991395
Kiribati,X2013,187153601.1
St. Kitts and Nevis,X2013,788163888.9
South Korea,X2013,1.31E+12
Kuwait,X2013,1.74E+11
Laos,X2013,11942230508
Lebanon,X2013,46014226808
Liberia,X2013,1946500000
Libya,X2013,65502870174
Saint Lucia,X2013,1489928889
Liechtenstein,X2013,6391735894
Sri Lanka,X2013,74294206491
Lesotho,X2013,2526020566
Lithuania,X2013,46417340375
Luxembourg,X2013,61739352212
Latvia,X2013,30254677297
"Macao SAR, China",X2013,51552075902
Saint Martin,X2013,NA
Morocco,X2013,1.07E+11
Monaco,X2013,NA
Moldova,X2013,7985349731
Madagascar,X2013,10601690872
Maldives,X2013,3295011382
Mexico,X2013,1.27E+12
Marshall Islands,X2013,190800800
Macedonia,X2013,10817712139
Mali,X2013,13246412031
Malta,X2013,10145114180
Myanmar,X2013,60269734045
Montenegro,X2013,4464261816
Mongolia,X2013,12582122604
Northern Mariana Islands,X2013,7.84E+08
Mozambique,X2013,16018848991
Mauritania,X2013,5724227185
Mauritius,X2013,12129642296
Malawi,X2013,5518901971
Malaysia,X2013,3.23E+11
Namibia,X2013,12717790505
New Caledonia,X2013,NA
Niger,X2013,7667949382
Nigeria,X2013,5.15E+11
Nicaragua,X2013,10982972256
Netherlands,X2013,8.67E+11
Norway,X2013,5.24E+11
Nepal,X2013,19271168018
Nauru,X2013,108601538.5
New Zealand,X2013,1.91E+11
Oman,X2013,78938881664
Pakistan,X2013,2.31E+11
Panama,X2013,45599994000
Peru,X2013,2.01E+11
Philippines,X2013,2.72E+11
Palau,X2013,225269300
Papua New Guinea,X2013,21261305413
Poland,X2013,5.24E+11
Puerto Rico,X2013,1.02E+11
North Korea,X2013,NA
Portugal,X2013,2.26E+11
Paraguay,X2013,28965906502
French Polynesia,X2013,NA
Qatar,X2013,1.99E+11
Romania,X2013,1.92E+11
Russia,X2013,2.30E+12
Rwanda,X2013,7621923308
Saudi Arabia,X2013,7.47E+11
Sudan,X2013,72065940086
Senegal,X2013,14851057085
Singapore,X2013,3.04E+11
Solomon Islands,X2013,1129787202
Sierra Leone,X2013,4920343195
El Salvador,X2013,21977401900
San Marino,X2013,1865374403
Somalia,X2013,6486974549
Serbia,X2013,45519650911
South Sudan,X2013,14940338983
Sao Tome and Principe,X2013,302925489.7
Suriname,X2013,5145757576
Slovakia,X2013,98478349315
Slovenia,X2013,48116256926
Sweden,X2013,5.79E+11
Swaziland,X2013,4560713074
Sint Maarten,X2013,NA
Seychelles,X2013,1328091524
Syria,X2013,NA
Turks and Caicos Islands,X2013,NA
Chad,X2013,12949854263
Togo,X2013,4080929201
Thailand,X2013,4.20E+11
Tajikistan,X2013,8506674783
Turkmenistan,X2013,39197543860
Timor-Leste,X2013,5649813361
Tonga,X2013,450686353.7
Trinidad and Tobago,X2013,26578524198
Tunisia,X2013,46251061734
Turkey,X2013,9.51E+11
Tuvalu,X2013,37509122.07
Tanzania,X2013,44413616116
Uganda,X2013,24599550742
Ukraine,X2013,1.83E+11
Uruguay,X2013,57531233351
USA,X2013,1.67E+13
Uzbekistan,X2013,57690453461
St. Vincent and the Grenadines,X2013,721207148.1
Venezuela,X2013,3.71E+11
British Virgin Islands,X2013,NA
Virgin Islands (U.S.),X2013,3.76E+09
Vietnam,X2013,1.71E+11
Vanuatu,X2013,801787555.9
Samoa,X2013,804808525.5
Kosovo,X2013,7073420074
Yemen,X2013,40415235702
South Africa,X2013,3.67E+11
Zambia,X2013,28045460442
Zimbabwe,X2013,15451768700
Aruba,X2014,NA
Afghanistan,X2014,20616104298
Angola,X2014,1.27E+11
Albania,X2014,13228244357
Andorra,X2014,3350736367
United Arab Emirates,X2014,4.03E+11
Argentina,X2014,5.26E+11
Armenia,X2014,11609512940
American Samoa,X2014,6.43E+08
